merge_input_file,merge_input_role,dataset_source_family,dataset_source_file,case_id,source_paper,source_anchor,system_type,component_system,study_family,response_metric,response_value,response_unit,pipe_OD_m,pipe_WT_m,roller_spacing_m,OD_over_Sroller,R_m,T_MT,phase,peak_location,Sroller_over_R,T_over_R,response_region,t_comp_mm,wt_ratio,L_comp_D,L_comp_m,L_comp_over_Sroller,taper_ratio_n,L_taper_D,L_taper_m,L_NIB_m,L_stiff_m,L_total_m,L_stiff_over_Sroller,L_total_over_Sroller,EI_ratio,source_region,shroud_L1_D,shroud_L2_D,shroud_V_D,gdtp_inside_shroud,source_overlaps_X2,L_GDTP_over_L1_shroud,shroud_L1_m,shroud_L2_m,shroud_V_m,shroud_L1_over_Sroller,shroud_L2_over_Sroller,shroud_V_over_OD,contact_regime,supports_rules,evidence_confidence,uncertainty_note,component_type,assembly_archetype,connection_system,num_active_connectors,connector_type_sequence,P_c1_D,P_c2_D,P_gap_m,kT_ratio,kT1_ratio,kT2_ratio,header_OD_m,header_WT_m,stinger_radius_m,top_tension_MT,baseline_min_percent,baseline_max_percent,evidence_strength,notes,layout_id_source_style,d_connector_status,gap_state_encoded,region_reference,region_half_width_D,region_half_width_m,region_relation_to_connectors,case_max_strain_percent,case_max_region,case_min_strain_percent,case_min_region,increment_vs_baseline_min_percent,increment_vs_baseline_max_percent,effective_stiffness_span_basis,connector_to_connector_length_D,connector_to_connector_length_m,frame_or_base_stiffness_over_pipe,combined_frame_pipe_stiffness_over_same_pipe_length,combined_frame_pipe_stiffness_formula,split_segment_combined_stiffness_over_pipe,comparison_reference_family,comparison_reference_basis,comparison_reference_available,future_study_candidate_id,P_l1_D,P_l2_D,P_v_D,kB_ratio,kB1_ratio,kB2_ratio,mass_total_MT,mass_distribution,n_mass_points,mass_spacing_m,stinger_position,baseline_percent,increment_vs_baseline_percent,layout_id,branch_shape,branch_support_connection,structure_connection_system,branch_OD_m,branch_WT_m,P_b1_D,P_b2_D,P_bc_D,response_target,response_location
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2_c1_xe,paper2,paper2:section_vii_e,,,,peak_nominal_strain,0.732,percent,,,,,,,,,,,X_e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2,2,F-F,10,,,2.22,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,strain increased outside structure,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,outside_structure,,,outside_structure_region,0.936,X_c,0.043,X_i,183.6,146.3,connector_to_connector_distance_P_c1,10,4.064,2.22,3.22,1 + kT_ratio,,GD-TT,similar effective stiffened length; GD-TT has L_stiff/L_total but no directly equivalent combined frame+pipe ratio in current dataset,partial_length_only_no_direct_combined_stiffness_ratio,edikb:p2_east_f2_vs_gdtt_stiffness_length_candidate_01,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2_c1_xi,paper2,paper2:section_vii_e,,,,peak_nominal_strain,0.043,percent,,,,,,,,,,,X_i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2,2,F-F,10,,,2.22,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,low-strain pocket between fixed connectors,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,main_connector_pair,,,internal_region_between_or_inside_active_connectors,0.936,X_c,0.043,X_i,183.6,146.3,connector_to_connector_distance_P_c1,10,4.064,2.22,3.22,1 + kT_ratio,,GD-TT,similar effective stiffened length; GD-TT has L_stiff/L_total but no directly equivalent combined frame+pipe ratio in current dataset,partial_length_only_no_direct_combined_stiffness_ratio,edikb:p2_east_f2_vs_gdtt_stiffness_length_candidate_01,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2_c2_xc,paper2,paper2:section_vii_e,,,,peak_nominal_strain,1.410,percent,,,,,,,,,,,X_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2,2,F-F,20,,,2.85,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,larger spacing/stiffness case,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,connector,2,0.8128,connector_near_window,1.410,X_c,0.075,X_i,327.3,271.1,connector_to_connector_distance_P_c1,20,8.128,2.85,3.85,1 + kT_ratio,,GD-TT,similar effective stiffened length; GD-TT has L_stiff/L_total but no directly equivalent combined frame+pipe ratio in current dataset,partial_length_only_no_direct_combined_stiffness_ratio,edikb:p2_east_f2_vs_gdtt_stiffness_length_candidate_01,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2_c2_xe,paper2,paper2:section_vii_e,,,,peak_nominal_strain,1.021,percent,,,,,,,,,,,X_e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2,2,F-F,20,,,2.85,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,larger spacing/stiffness case,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,outside_structure,,,outside_structure_region,1.410,X_c,0.075,X_i,327.3,271.1,connector_to_connector_distance_P_c1,20,8.128,2.85,3.85,1 + kT_ratio,,GD-TT,similar effective stiffened length; GD-TT has L_stiff/L_total but no directly equivalent combined frame+pipe ratio in current dataset,partial_length_only_no_direct_combined_stiffness_ratio,edikb:p2_east_f2_vs_gdtt_stiffness_length_candidate_01,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2_c2_xi,paper2,paper2:section_vii_e,,,,peak_nominal_strain,0.075,percent,,,,,,,,,,,X_i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2,2,F-F,20,,,2.85,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,larger spacing/stiffness case; internal low-strain pocket remains,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,main_connector_pair,,,internal_region_between_or_inside_active_connectors,1.410,X_c,0.075,X_i,327.3,271.1,connector_to_connector_distance_P_c1,20,8.128,2.85,3.85,1 + kT_ratio,,GD-TT,similar effective stiffened length; GD-TT has L_stiff/L_total but no directly equivalent combined frame+pipe ratio in current dataset,partial_length_only_no_direct_combined_stiffness_ratio,edikb:p2_east_f2_vs_gdtt_stiffness_length_candidate_01,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c1_xc,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.325,percent,,,,,,,,,,,X_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.050,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,deadband lowers connector-region strain relative to F2,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,connector,2,0.8128,connector_near_window,0.685,X_e,0.042,X_i1,107.6,80.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c1_xe,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.685,percent,,,,,,,,,,,X_e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.050,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,shifted/outside strain,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,outside_structure,,,outside_structure_region,0.685,X_e,0.042,X_i1,107.6,80.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c1_xi1,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.042,percent,,,,,,,,,,,X_i1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.050,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,very low internal zone,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,main_connector_pair,,,internal_low_strain_pocket_between_main_connectors,0.685,X_e,0.042,X_i1,107.6,80.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c1_xi2,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.681,percent,,,,,,,,,,,X_i2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.050,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,shifted strain region,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,deadband_to_main_connector,,,internal_region_between_end_deadband_and_nearest_main_connector,0.685,X_e,0.042,X_i1,107.6,80.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c2_xc,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.289,percent,,,,,,,,,,,X_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,smaller gap case,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,connector,2,0.8128,connector_near_window,0.705,X_e,0.037,X_i1,113.6,85.5,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c2_xe,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.705,percent,,,,,,,,,,,X_e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,smaller gap case; outside strain,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,outside_structure,,,outside_structure_region,0.705,X_e,0.037,X_i1,113.6,85.5,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c2_xi1,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.037,percent,,,,,,,,,,,X_i1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,smaller gap case; very low internal zone,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,main_connector_pair,,,internal_low_strain_pocket_between_main_connectors,0.705,X_e,0.037,X_i1,113.6,85.5,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_f2d_c2_xi2,paper2,paper2:section_vii_f,,,,peak_nominal_strain,0.649,percent,,,,,,,,,,,X_i2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,F2D,4,D-F-F-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,smaller gap case; shifted strain region,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,deadband_to_main_connector,,,internal_region_between_end_deadband_and_nearest_main_connector,0.705,X_e,0.037,X_i1,113.6,85.5,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_ps_c1_xc,paper2,paper2:section_vii_g,,,,peak_nominal_strain,0.341,percent,,,,,,,,,,,X_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PS,2,P-S,10,,,2.22,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,pin-slot behaves close to plain pipe for EA-ST,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,connector,2,0.8128,connector_near_window,0.356,X_e,0.335,X_i,7.9,-6.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_ps_c1_xe,paper2,paper2:section_vii_g,,,,peak_nominal_strain,0.356,percent,,,,,,,,,,,X_e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PS,2,P-S,10,,,2.22,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,pin-slot behaves close to plain pipe for EA-ST,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,outside_structure,,,outside_structure_region,0.356,X_e,0.335,X_i,7.9,-6.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_ps_c1_xi,paper2,paper2:section_vii_g,,,,peak_nominal_strain,0.335,percent,,,,,,,,,,,X_i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PS,2,P-S,10,,,2.22,,,0.4064,0.021,85,100,0.33,0.38,direct_numeric,pin-slot behaves close to plain pipe for EA-ST,paper2_section_vii_connection_system_case,no_D,no_gap_parameter,main_connector_pair,,,internal_region_between_or_inside_active_connectors,0.356,X_e,0.335,X_i,7.9,-6.3,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_psd_c1_xc,paper2,paper2:section_vii_h,,,,peak_nominal_strain,0.308,percent,,,,,,,,,,,X_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PSD,4,D-P-S-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,PSD creates very low internal zone and moderate shifted strain,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,connector,2,0.8128,connector_near_window,0.460,X_e,0.024,X_i1,39.4,21.1,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_psd_c1_xe,paper2,paper2:section_vii_h,,,,peak_nominal_strain,0.460,percent,,,,,,,,,,,X_e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PSD,4,D-P-S-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,outside strain remains above internal pocket,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,outside_structure,,,outside_structure_region,0.460,X_e,0.024,X_i1,39.4,21.1,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_psd_c1_xi1,paper2,paper2:section_vii_h,,,,peak_nominal_strain,0.024,percent,,,,,,,,,,,X_i1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PSD,4,D-P-S-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,lowest extracted internal strain in EA-ST set,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,main_connector_pair,,,internal_low_strain_pocket_between_main_connectors,0.460,X_e,0.024,X_i1,39.4,21.1,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,latest_override,paper2_east_behaviour,EDIKB_PAPER2_EAST_ML_DATASET_v0_2.csv,p2_east_psd_c1_xi2,paper2,paper2:section_vii_h,,,,peak_nominal_strain,0.440,percent,,,,,,,,,,,X_i2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD-ST,ILS-EAST,PSD,4,D-P-S-D,10,5,0.025,,2.22,2.52,0.4064,0.021,85,100,0.33,0.38,direct_numeric,shifted strain region,paper2_section_vii_connection_system_case,has_D,gap_parameter_present,deadband_to_main_connector,,,internal_region_between_end_deadband_and_nearest_main_connector,0.460,X_e,0.024,X_i1,39.4,21.1,,10,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
